Área,Producto,Año,Unidad,Producción,Area cosechada
Argentina,Ajo verde,2011,ha,,14975.0
Argentina,Ajo verde,2011,toneladas,143308.07,
Argentina,Ajo verde,2012,ha,,15056.0
Argentina,Ajo verde,2012,toneladas,143996.19,
Argentina,Ajo verde,2013,ha,,15136.0
Argentina,Ajo verde,2013,toneladas,144684.32,
Argentina,Ajo verde,2014,ha,,15309.0
Argentina,Ajo verde,2014,toneladas,146401.96,
Argentina,Ajo verde,2015,ha,,15606.0
Argentina,Ajo verde,2015,toneladas,148459.4,
Argentina,Ajo verde,2016,ha,,15499.0
Argentina,Ajo verde,2016,toneladas,148851.5,
Argentina,Ajo verde,2017,ha,,15456.0
Argentina,Ajo verde,2017,toneladas,149534.16,
Argentina,Ajo verde,2018,ha,,15599.0
Argentina,Ajo verde,2018,toneladas,150936.66,
Argentina,Ajo verde,2019,ha,,15390.0
Argentina,Ajo verde,2019,toneladas,148302.09,
Argentina,Ajo verde,2020,ha,,15442.0
Argentina,Ajo verde,2020,toneladas,148813.97,
Argentina,Ajo verde,2021,ha,,15493.0
Argentina,Ajo verde,2021,toneladas,149325.84,
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2010,ha,,2882.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2010,toneladas,3164.9,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2011,ha,,2833.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2011,toneladas,3152.06,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2012,ha,,2500.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2012,toneladas,3000.0,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2013,ha,,2783.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2013,toneladas,3167.29,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2014,ha,,2843.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2014,toneladas,3191.85,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2015,ha,,2790.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2015,toneladas,3171.41,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2016,ha,,2776.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2016,toneladas,3174.18,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2017,ha,,2780.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2017,toneladas,3180.98,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2018,ha,,2774.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2018,toneladas,3186.91,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2019,ha,,2749.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2019,toneladas,3181.82,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2020,ha,,2737.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2020,toneladas,3183.11,"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2021,ha,,2725.0"
"Argentina,""Ajíes y pimientos secos (caspicum y pimenta), en bruto"",2021,toneladas,3184.4,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2010,ha,,7094.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2010,toneladas,145411.5,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2011,ha,,6858.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2011,toneladas,142888.15,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2012,ha,,6742.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2012,toneladas,142775.54,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2013,ha,,6697.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2013,toneladas,144102.91,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2014,ha,,6635.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2014,toneladas,145633.96,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2015,ha,,6536.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2015,toneladas,150676.94,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2016,ha,,6515.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2016,toneladas,146804.6,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2017,ha,,6487.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2017,toneladas,145180.28,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2018,ha,,6469.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2018,toneladas,154285.58,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2019,ha,,6455.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2019,toneladas,154121.52,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2020,ha,,6428.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2020,toneladas,151195.79,"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2021,ha,,6403.0"
"Argentina,""Ajíes y pimientos, verdes (capsicum y pimenta)"",2021,toneladas,153200.96,"
Argentina,Albaricoques,2010,ha,,2371.0
Argentina,Albaricoques,2010,toneladas,26145.48,
Argentina,Albaricoques,2011,ha,,2367.0
Argentina,Albaricoques,2011,toneladas,26271.36,
Argentina,Albaricoques,2012,ha,,2364.0
Argentina,Albaricoques,2012,toneladas,26397.25,
Argentina,Albaricoques,2013,ha,,2361.0
Argentina,Albaricoques,2013,toneladas,26523.13,
Argentina,Albaricoques,2014,ha,,2371.0
Argentina,Albaricoques,2014,toneladas,26817.68,
Argentina,Albaricoques,2015,ha,,2362.0
Argentina,Albaricoques,2015,toneladas,26958.61,
Argentina,Albaricoques,2016,ha,,2351.0
Argentina,Albaricoques,2016,toneladas,27042.25,
Argentina,Albaricoques,2017,ha,,2348.0
Argentina,Albaricoques,2017,toneladas,27104.75,
Argentina,Albaricoques,2018,ha,,2351.0
Argentina,Albaricoques,2018,toneladas,27158.05,
Argentina,Albaricoques,2019,ha,,2341.0
Argentina,Albaricoques,2019,toneladas,27029.07,
Argentina,Albaricoques,2020,ha,,2342.0
Argentina,Albaricoques,2020,toneladas,27115.11,
Argentina,Albaricoques,2021,ha,,2345.0
Argentina,Albaricoques,2021,toneladas,27201.15,
Argentina,Alcachofas,2010,ha,,2636.0
Argentina,Alcachofas,2010,toneladas,51948.33,
Argentina,Alcachofas,2011,ha,,2514.0
Argentina,Alcachofas,2011,toneladas,49616.31,
Argentina,Alcachofas,2012,ha,,2396.0
Argentina,Alcachofas,2012,toneladas,47356.26,
Argentina,Alcachofas,2013,ha,,2284.0
Argentina,Alcachofas,2013,toneladas,45191.46,
Argentina,Alcachofas,2014,ha,,2178.0
Argentina,Alcachofas,2014,toneladas,43143.14,
Argentina,Alcachofas,2015,ha,,2081.0
Argentina,Alcachofas,2015,toneladas,41231.89,
Argentina,Alcachofas,2016,ha,,1991.0
Argentina,Alcachofas,2016,toneladas,39478.25,
Argentina,Alcachofas,2017,ha,,1901.0
Argentina,Alcachofas,2017,toneladas,37720.1,
Argentina,Alcachofas,2018,ha,,1819.0
Argentina,Alcachofas,2018,toneladas,36158.85,
Argentina,Alcachofas,2019,ha,,1750.0
Argentina,Alcachofas,2019,toneladas,35000.0,
Argentina,Alcachofas,2020,ha,,1800.0
Argentina,Alcachofas,2020,toneladas,35500.0,
Argentina,Alcachofas,2021,ha,,1798.0
Argentina,Alcachofas,2021,toneladas,35574.73,
"Argentina,""Algodón con semilla, sin desmotar"",2010,ha,,440872.0"
"Argentina,""Algodón con semilla, sin desmotar"",2010,toneladas,753502.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2011,ha,,623399.0"
"Argentina,""Algodón con semilla, sin desmotar"",2011,toneladas,1032542.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2012,ha,,528221.0"
"Argentina,""Algodón con semilla, sin desmotar"",2012,toneladas,708650.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2013,ha,,342755.0"
"Argentina,""Algodón con semilla, sin desmotar"",2013,toneladas,520028.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2014,ha,,512821.0"
"Argentina,""Algodón con semilla, sin desmotar"",2014,toneladas,1019653.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2015,ha,,455745.0"
"Argentina,""Algodón con semilla, sin desmotar"",2015,toneladas,795345.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2016,ha,,376780.0"
"Argentina,""Algodón con semilla, sin desmotar"",2016,toneladas,673145.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2017,ha,,253310.0"
"Argentina,""Algodón con semilla, sin desmotar"",2017,toneladas,616160.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2018,ha,,319285.0"
"Argentina,""Algodón con semilla, sin desmotar"",2018,toneladas,813692.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2019,ha,,332896.0"
"Argentina,""Algodón con semilla, sin desmotar"",2019,toneladas,872721.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2020,ha,,413550.0"
"Argentina,""Algodón con semilla, sin desmotar"",2020,toneladas,1046043.0,"
"Argentina,""Algodón con semilla, sin desmotar"",2021,ha,,406324.0"
"Argentina,""Algodón con semilla, sin desmotar"",2021,toneladas,1040334.0,"
Argentina,Almendras con cáscara,2010,ha,,300.0
Argentina,Almendras con cáscara,2010,toneladas,620.0,
Argentina,Almendras con cáscara,2011,ha,,300.0
Argentina,Almendras con cáscara,2011,toneladas,620.0,
Argentina,Almendras con cáscara,2012,ha,,400.0
Argentina,Almendras con cáscara,2012,toneladas,650.0,
Argentina,Almendras con cáscara,2013,ha,,384.0
Argentina,Almendras con cáscara,2013,toneladas,669.03,
Argentina,Almendras con cáscara,2014,ha,,372.0
Argentina,Almendras con cáscara,2014,toneladas,689.19,
Argentina,Almendras con cáscara,2015,ha,,382.0
Argentina,Almendras con cáscara,2015,toneladas,714.86,
Argentina,Almendras con cáscara,2016,ha,,396.0
Argentina,Almendras con cáscara,2016,toneladas,691.02,
Argentina,Almendras con cáscara,2017,ha,,389.0
Argentina,Almendras con cáscara,2017,toneladas,688.42,
Argentina,Almendras con cáscara,2018,ha,,389.0
Argentina,Almendras con cáscara,2018,toneladas,698.1,
Argentina,Almendras con cáscara,2019,ha,,392.0
Argentina,Almendras con cáscara,2019,toneladas,692.51,
Argentina,Almendras con cáscara,2020,ha,,390.0
Argentina,Almendras con cáscara,2020,toneladas,693.01,
Argentina,Almendras con cáscara,2021,ha,,390.0
Argentina,Almendras con cáscara,2021,toneladas,694.54,
Argentina,Alpiste,2010,ha,,10480.0
Argentina,Alpiste,2010,toneladas,9765.0,
Argentina,Alpiste,2011,ha,,16685.0
Argentina,Alpiste,2011,toneladas,27421.0,
Argentina,Alpiste,2012,ha,,14270.0
Argentina,Alpiste,2012,toneladas,23280.0,
Argentina,Alpiste,2013,ha,,13940.0
Argentina,Alpiste,2013,toneladas,18204.0,
Argentina,Alpiste,2014,ha,,28270.0
Argentina,Alpiste,2014,toneladas,52970.0,
Argentina,Alpiste,2015,ha,,26129.0
Argentina,Alpiste,2015,toneladas,31657.0,
Argentina,Alpiste,2016,ha,,19314.0
Argentina,Alpiste,2016,toneladas,29479.0,
Argentina,Alpiste,2017,ha,,31740.0
Argentina,Alpiste,2017,toneladas,44354.0,
Argentina,Alpiste,2018,ha,,14495.0
Argentina,Alpiste,2018,toneladas,22278.0,
Argentina,Alpiste,2019,ha,,26708.0
Argentina,Alpiste,2019,toneladas,41137.0,
Argentina,Alpiste,2020,ha,,14754.0
Argentina,Alpiste,2020,toneladas,20544.0,
Argentina,Alpiste,2021,ha,,30272.0
Argentina,Alpiste,2021,toneladas,44328.0,
Argentina,Altramuz,2010,ha,,99.0
Argentina,Altramuz,2010,toneladas,152.5,
Argentina,Altramuz,2011,ha,,103.0
Argentina,Altramuz,2011,toneladas,155.24,
Argentina,Altramuz,2012,ha,,110.0
Argentina,Altramuz,2012,toneladas,160.0,
Argentina,Altramuz,2013,ha,,100.0
Argentina,Altramuz,2013,toneladas,154.0,
Argentina,Altramuz,2014,ha,,101.0
Argentina,Altramuz,2014,toneladas,157.74,
Argentina,Altramuz,2015,ha,,110.0
Argentina,Altramuz,2015,toneladas,165.67,
Argentina,Altramuz,2016,ha,,104.0
Argentina,Altramuz,2016,toneladas,159.14,
Argentina,Altramuz,2017,ha,,105.0
Argentina,Altramuz,2017,toneladas,162.14,
Argentina,Altramuz,2018,ha,,106.0
Argentina,Altramuz,2018,toneladas,162.32,
Argentina,Altramuz,2019,ha,,105.0
Argentina,Altramuz,2019,toneladas,161.2,
Argentina,Altramuz,2020,ha,,106.0
Argentina,Altramuz,2020,toneladas,161.88,
Argentina,Altramuz,2021,ha,,106.0
Argentina,Altramuz,2021,toneladas,161.8,
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2010,ha,,3339.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2010,toneladas,2741.1,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2011,ha,,3334.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2011,toneladas,2781.45,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2012,ha,,3200.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2012,toneladas,2900.0,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2013,ha,,3322.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2013,toneladas,2852.35,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2014,ha,,4341.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2014,toneladas,3680.0,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2015,ha,,8431.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2015,toneladas,7290.0,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2016,ha,,10021.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2016,toneladas,8700.0,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2017,ha,,8763.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2017,toneladas,7620.33,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2018,ha,,7483.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2018,toneladas,6540.0,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2019,ha,,6728.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2019,toneladas,5936.82,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2020,ha,,7568.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2020,toneladas,6718.02,"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2021,ha,,7879.0"
"Argentina,""Anís, badiana, cilantro, comino, alcaravea, hinojo y bayas de enebro, en bruto"",2021,toneladas,7035.19,"
Argentina,Arroz,2010,ha,,215670.0
Argentina,Arroz,2010,toneladas,1243259.0,
Argentina,Arroz,2011,ha,,257445.0
Argentina,Arroz,2011,toneladas,1748075.0,
Argentina,Arroz,2012,ha,,235372.0
Argentina,Arroz,2012,toneladas,1567971.0,
Argentina,Arroz,2013,ha,,232700.0
Argentina,Arroz,2013,toneladas,1563450.0,
Argentina,Arroz,2014,ha,,243200.0
Argentina,Arroz,2014,toneladas,1581810.0,
Argentina,Arroz,2015,ha,,232590.0
Argentina,Arroz,2015,toneladas,1558100.0,
Argentina,Arroz,2016,ha,,207740.0
Argentina,Arroz,2016,toneladas,1404980.0,
Argentina,Arroz,2017,ha,,204100.0
Argentina,Arroz,2017,toneladas,1328340.0,
Argentina,Arroz,2018,ha,,198170.0
Argentina,Arroz,2018,toneladas,1367968.0,
Argentina,Arroz,2019,ha,,183285.0
Argentina,Arroz,2019,toneladas,1189866.0,
Argentina,Arroz,2020,ha,,185300.0
Argentina,Arroz,2020,toneladas,1222910.0,
Argentina,Arroz,2021,ha,,199993.0
Argentina,Arroz,2021,toneladas,1453187.0,
Argentina,Avena,2010,ha,,139368.0
Argentina,Avena,2010,toneladas,181990.0,
Argentina,Avena,2011,ha,,284570.0
Argentina,Avena,2011,toneladas,660200.0,
Argentina,Avena,2012,ha,,196135.0
Argentina,Avena,2012,toneladas,414990.0,
Argentina,Avena,2013,ha,,260240.0
Argentina,Avena,2013,toneladas,495940.0,
Argentina,Avena,2014,ha,,226109.0
Argentina,Avena,2014,toneladas,444820.0,
Argentina,Avena,2015,ha,,244528.0
Argentina,Avena,2015,toneladas,524716.0,
Argentina,Avena,2016,ha,,239640.0
Argentina,Avena,2016,toneladas,553435.0,
Argentina,Avena,2017,ha,,321054.0
Argentina,Avena,2017,toneladas,784981.0,
Argentina,Avena,2018,ha,,218399.0
Argentina,Avena,2018,toneladas,491713.0,
Argentina,Avena,2019,ha,,238166.0
Argentina,Avena,2019,toneladas,571630.0,
Argentina,Avena,2020,ha,,322328.0
Argentina,Avena,2020,toneladas,600105.0,
Argentina,Avena,2021,ha,,241925.0
Argentina,Avena,2021,toneladas,506718.0,
"Argentina,""Azucar, caña"",2010,ha,,275315.0"
"Argentina,""Azucar, caña"",2010,toneladas,18889878.0,"
"Argentina,""Azucar, caña"",2011,ha,,305225.0"
"Argentina,""Azucar, caña"",2011,toneladas,19806890.0,"
"Argentina,""Azucar, caña"",2012,ha,,360000.0"
"Argentina,""Azucar, caña"",2012,toneladas,19766388.0,"
"Argentina,""Azucar, caña"",2013,ha,,370000.0"
"Argentina,""Azucar, caña"",2013,toneladas,23700000.0,"
"Argentina,""Azucar, caña"",2014,ha,,376318.0"
"Argentina,""Azucar, caña"",2014,toneladas,21031319.72,"
"Argentina,""Azucar, caña"",2015,ha,,385000.0"
"Argentina,""Azucar, caña"",2015,toneladas,17872791.0,"
"Argentina,""Azucar, caña"",2016,ha,,384129.0"
"Argentina,""Azucar, caña"",2016,toneladas,18436081.66,"
"Argentina,""Azucar, caña"",2017,ha,,381816.0"
"Argentina,""Azucar, caña"",2017,toneladas,18899810.13,"
"Argentina,""Azucar, caña"",2018,ha,,383648.0"
"Argentina,""Azucar, caña"",2018,toneladas,18556010.7,"
"Argentina,""Azucar, caña"",2019,ha,,383198.0"
"Argentina,""Azucar, caña"",2019,toneladas,18630634.16,"
"Argentina,""Azucar, caña"",2020,ha,,382887.0"
"Argentina,""Azucar, caña"",2020,toneladas,18695485.0,"
"Argentina,""Azucar, caña"",2021,ha,,383244.0"
"Argentina,""Azucar, caña"",2021,toneladas,18627376.62,"
Argentina,Bananos,2010,ha,,8176.0
Argentina,Bananos,2010,toneladas,171038.84,
Argentina,Bananos,2011,ha,,8353.0
Argentina,Bananos,2011,toneladas,174901.47,
Argentina,Bananos,2012,ha,,8360.0
Argentina,Bananos,2012,toneladas,175203.3,
Argentina,Bananos,2013,ha,,8359.0
Argentina,Bananos,2013,toneladas,175334.11,
Argentina,Bananos,2014,ha,,8382.0
Argentina,Bananos,2014,toneladas,175890.64,
Argentina,Bananos,2015,ha,,8394.0
Argentina,Bananos,2015,toneladas,176076.16,
Argentina,Bananos,2016,ha,,8394.0
Argentina,Bananos,2016,toneladas,176237.08,
Argentina,Bananos,2017,ha,,8395.0
Argentina,Bananos,2017,toneladas,176409.63,
Argentina,Bananos,2018,ha,,8402.0
Argentina,Bananos,2018,toneladas,176490.6,
Argentina,Bananos,2019,ha,,8406.0
Argentina,Bananos,2019,toneladas,176216.43,
Argentina,Bananos,2020,ha,,8412.0
Argentina,Bananos,2020,toneladas,176417.73,
Argentina,Bananos,2021,ha,,8418.0
Argentina,Bananos,2021,toneladas,176619.03,
"Argentina,""Batatas, boniatos"",2010,ha,,14686.0"
"Argentina,""Batatas, boniatos"",2010,toneladas,210070.66,"
"Argentina,""Batatas, boniatos"",2011,ha,,13907.0"
"Argentina,""Batatas, boniatos"",2011,toneladas,195665.99,"
"Argentina,""Batatas, boniatos"",2012,ha,,13509.0"
"Argentina,""Batatas, boniatos"",2012,toneladas,187742.99,"
"Argentina,""Batatas, boniatos"",2013,ha,,13090.0"
"Argentina,""Batatas, boniatos"",2013,toneladas,179599.63,"
"Argentina,""Batatas, boniatos"",2014,ha,,12666.0"
"Argentina,""Batatas, boniatos"",2014,toneladas,171549.11,"
"Argentina,""Batatas, boniatos"",2015,ha,,12242.0"
"Argentina,""Batatas, boniatos"",2015,toneladas,163713.42,"
"Argentina,""Batatas, boniatos"",2016,ha,,11822.0"
"Argentina,""Batatas, boniatos"",2016,toneladas,156119.73,"
"Argentina,""Batatas, boniatos"",2017,ha,,11467.0"
"Argentina,""Batatas, boniatos"",2017,toneladas,150409.91,"
"Argentina,""Batatas, boniatos"",2018,ha,,11020.0"
"Argentina,""Batatas, boniatos"",2018,toneladas,142125.23,"
"Argentina,""Batatas, boniatos"",2019,ha,,10000.0"
"Argentina,""Batatas, boniatos"",2019,toneladas,120000.0,"
"Argentina,""Batatas, boniatos"",2020,ha,,10400.0"
"Argentina,""Batatas, boniatos"",2020,toneladas,125000.0,"
"Argentina,""Batatas, boniatos"",2021,ha,,9836.0"
"Argentina,""Batatas, boniatos"",2021,toneladas,122762.27,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2010,ha,,19386.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2010,toneladas,285900.65,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2011,ha,,19289.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2011,toneladas,283183.16,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2012,ha,,19190.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2012,toneladas,280465.68,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2013,ha,,19091.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2013,toneladas,277748.2,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2014,ha,,18619.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2014,toneladas,272229.41,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2015,ha,,18740.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2015,toneladas,271768.77,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2016,ha,,17994.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2016,toneladas,266553.9,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2017,ha,,17766.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2017,toneladas,263224.75,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2018,ha,,18210.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2018,toneladas,264194.16,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2019,ha,,18527.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2019,toneladas,264775.22,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2020,ha,,18475.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2020,toneladas,262916.82,"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2021,ha,,18423.0"
"Argentina,""Calabazas, zapayo, calabaza confitera"",2021,toneladas,261058.41,"
Argentina,Cebada,2010,ha,,746435.0
Argentina,Cebada,2010,toneladas,2964075.0,
Argentina,Cebada,2011,ha,,1121278.0
Argentina,Cebada,2011,toneladas,4085770.0,
Argentina,Cebada,2012,ha,,1694545.0
